"ring","sex","year","site","site_recode","Difsite","survival","capture","Lrecapture","time_SLC","time_SFC","age_class","age_est","age_est_4eq5","age_cat","prop_occ","mean_occ","rel_occ","suc_av","suc_mean","rel_suc","mean_temp","mean_mean_temp","rel_mean_temp","total_precip","mean_total_precip","rel_total_precip"
"ARD7898","M",2019,"CAL","CAL",0,1,1,0,0,0,5,1,1,"Y",0.5,0.348484848484849,0.151515151515151,4.375,2.21590909090909,2.15909090909091,-0.070327868852459,-0.593030822381791,0.522702953529332,657.05,450.59,206.46
"ARD7898","M",2020,"CAL","CAL",0,0,1,0,1,1,6,2,2,"O",0.375,0.348484848484849,0.0265151515151515,2.25,2.21590909090909,0.0340909090909092,-0.966942148760331,-0.593030822381791,-0.37391132637854,453.71,450.59,3.12
"ARD7899","F",2019,"CAL","CAL",0,0,1,0,0,0,5,1,1,"Y",0.5,0.348484848484849,0.151515151515151,4.375,2.21590909090909,2.15909090909091,-0.070327868852459,-0.593030822381791,0.522702953529332,657.05,450.59,206.46
"ARD7900","F",2019,"KCZ","KCK/KCZ",0,0,1,0,0,0,5,1,1,"Y",0.75,0.545454545454545,0.204545454545455,5.6875,2.96969696969697,2.71780303030303,0.514590163934426,0.201431005283837,0.313159158650589,476.11,362.8245,113.2855
"ARD7956","M",2019,"ART","ART",0,1,1,0,0,0,6,-999,-999,"O",0.875,0.75462962962963,0.12037037037037,8.5,4.9537037037037,3.5462962962963,2.12647540983607,1.65529205053516,0.471183359300908,395.6,290.01875,105.58125
"ARD7956","M",2020,"ART","ART",0,1,1,0,1,1,6,-999,-999,"O",0.625,0.75462962962963,-0.12962962962963,2.75,4.9537037037037,-2.2037037037037,1.36355371900826,1.65529205053516,-0.291738331526893,331.63,290.01875,41.61125
"ARD7956","M",2021,"ART","ART",0,0,1,0,1,2,6,-999,-999,"O",0.875,0.75462962962963,0.12037037037037,5.25,4.9537037037037,0.296296296296296,2.03190082644628,1.65529205053516,0.376608775911123,263.25,290.01875,-26.76875
"ARD7957","F",2019,"ART","ART",0,1,1,0,0,0,5,1,1,"Y",0.875,0.75462962962963,0.12037037037037,8.5,4.9537037037037,3.5462962962963,2.12647540983607,1.65529205053516,0.471183359300908,395.6,290.01875,105.58125
"ARD7957","F",2020,"ART","ART",0,0,1,0,1,1,6,2,2,"O",0.625,0.75462962962963,-0.12962962962963,2.75,4.9537037037037,-2.2037037037037,1.36355371900826,1.65529205053516,-0.291738331526893,331.63,290.01875,41.61125
"ARD7974","M",2021,"ALN","ALN",0,1,1,0,0,0,6,-999,-999,"O",0.875,0.522727272727273,0.352272727272727,3.75,2.56439393939394,1.18560606060606,1.79528925619835,1.41634968161496,0.37893957458339,284.04,351.501,-67.461
"ARD7974","M",2022,"ALN","ALN",0,1,1,0,1,1,6,-999,-999,"O",0.25,0.522727272727273,-0.272727272727273,1.25,2.56439393939394,-1.31439393939394,1.13561983471074,1.41634968161496,-0.280729846904214,300.87,351.501,-50.631
"ARD7974","M",2023,"ALN","ALN",0,0,1,0,1,2,6,-999,-999,"O",0.5,0.522727272727273,-0.0227272727272727,3.375,2.56439393939394,0.810606060606061,1.085,1.41634968161496,-0.331349681614957,402.2,351.501,50.699
"ARR8624","M",2023,"GLF","GLF",0,0,1,0,0,0,6,-999,-999,"O",0.5,0.825757575757576,-0.325757575757576,2.5,3.76515151515152,-1.26515151515152,1.32590163934426,0.765126270153096,0.560775369191167,521.19,411.841,109.349
"ARR8625","F",2023,"LVN","LVN",0,0,1,0,0,0,6,-999,-999,"O",0.875,0.715909090909091,0.159090909090909,5.5,3.88257575757576,1.61742424242424,1.32598360655738,0.803048841620377,0.522934764937,524.35,430.132,94.218
"ARR8626","M",2023,"LVN","LVN",0,0,1,0,0,0,6,-999,-999,"O",0.875,0.715909090909091,0.159090909090909,5.5,3.88257575757576,1.61742424242424,1.32598360655738,0.803048841620377,0.522934764937,524.35,430.132,94.218
"ARR8627","M",2023,"BLG","BLG",0,0,1,0,0,0,6,-999,-999,"O",1,0.943181818181818,0.0568181818181818,7.625,6.03030303030303,1.59469696969697,1.10860655737705,0.62631696247121,0.482289594905839,402.58,347.819,54.761
"ARR8628","M",2023,"DNM","DNM",0,1,1,0,0,0,5,1,1,"Y",0.75,0.46969696969697,0.28030303030303,4.375,2.03787878787879,2.33712121212121,-0.456475409836066,-0.671809714130877,0.215334304294811,498.21,477.932,20.278
"ARR8629","M",2023,"NEW","NEW",0,0,1,0,0,0,5,1,1,"Y",0.875,0.553030303030303,0.321969696969697,5.5,2.95833333333333,2.54166666666667,-0.40483606557377,-0.444887278146593,0.0400512125728221,416.78,414.056,2.72399999999999
"ARR8630","F",2023,"NEW","NEW",0,1,1,0,0,0,5,1,1,"Y",0.875,0.553030303030303,0.321969696969697,5.5,2.95833333333333,2.54166666666667,-0.40483606557377,-0.444887278146593,0.0400512125728221,416.78,414.056,2.72399999999999
"ARR8636","M",2023,"KCK","KCK/KCZ",0,0,1,0,0,0,5,1,1,"Y",0.6875,0.545454545454545,0.142045454545455,3.6875,2.96969696969697,0.71780303030303,0.696516393442623,0.201431005283837,0.495085388158786,401.975,362.8245,39.1505
"ARR8645","F",2023,"PIT","PIT",0,0,1,0,0,0,6,-999,-999,"O",1,0.890625,0.109375,6.5,5.84375,0.65625,0.781393442622951,0.31285752995142,0.468535912671531,461.65,366.294285714286,95.3557142857143
"ARR8653","M",2023,"STY","STY",0,1,1,0,0,0,6,-999,-999,"O",0.5,0.723484848484849,-0.223484848484849,4.375,4.66666666666667,-0.291666666666667,1.38245901639344,0.835176737569435,0.547282278824008,439.3,331.33,107.97
"ARR8656","F",2023,"BLG","BLG",0,0,1,0,0,0,6,-999,-999,"O",1,0.943181818181818,0.0568181818181818,7.625,6.03030303030303,1.59469696969697,1.10860655737705,0.62631696247121,0.482289594905839,402.58,347.819,54.761
"ARR8658","F",2023,"BLA","BLA",0,0,1,0,0,0,5,1,1,"Y",0.625,0.575757575757576,0.0492424242424242,2.875,2.51515151515152,0.359848484848485,0.269016393442623,-0.120577767240211,0.389594160682834,418.12,391.641,26.479
"ARR8659","M",2023,"DNM","DNM",0,0,1,0,0,0,6,-999,-999,"O",0.75,0.46969696969697,0.28030303030303,4.375,2.03787878787879,2.33712121212121,-0.456475409836066,-0.671809714130877,0.215334304294811,498.21,477.932,20.278
"ARR8661","F",2023,"DNM","DNM",0,0,1,0,0,0,5,1,1,"Y",0.75,0.46969696969697,0.28030303030303,4.375,2.03787878787879,2.33712121212121,-0.456475409836066,-0.671809714130877,0.215334304294811,498.21,477.932,20.278
"ARR8662","M",2023,"DNS","DNS",0,1,1,0,0,0,5,1,1,"Y",0.5,0.3,0.2,3,1.05,1.95,-1.02770491803279,-1.00660660253805,-0.0210983154947386,714.33,688.085555555556,26.2444444444444
"ARR8663","M",2023,"NEW","NEW",0,0,1,0,0,0,5,1,1,"Y",0.875,0.553030303030303,0.321969696969697,5.5,2.95833333333333,2.54166666666667,-0.40483606557377,-0.444887278146593,0.0400512125728221,416.78,414.056,2.72399999999999
"ARR8664","F",2023,"NEW","NEW",0,0,1,0,0,0,5,1,1,"Y",0.875,0.553030303030303,0.321969696969697,5.5,2.95833333333333,2.54166666666667,-0.40483606557377,-0.444887278146593,0.0400512125728221,416.78,414.056,2.72399999999999
"ARR8665","F",2023,"PTH","PTH",0,0,1,0,0,0,6,-999,-999,"O",0.875,0.833333333333333,0.0416666666666666,4.5,5.52651515151515,-1.02651515151515,1.71959016393443,1.15592148760331,0.56366867633112,397.92,312.002,85.918
"ARR8666","M",2023,"NEW","NEW",0,0,1,0,0,0,6,-999,-999,"O",0.875,0.553030303030303,0.321969696969697,5.5,2.95833333333333,2.54166666666667,-0.40483606557377,-0.444887278146593,0.0400512125728221,416.78,414.056,2.72399999999999
"ARR8668","M",2023,"CRU","CRU",0,1,1,0,0,0,5,1,1,"Y",0.375,0.287878787878788,0.0871212121212121,2.375,1.31439393939394,1.06060606060606,-0.366065573770492,-0.432900826446281,0.0668352526757892,431.88,403.55,28.33
"ARR8669","F",2023,"CRU","CRU",0,0,1,0,0,0,5,1,1,"Y",0.375,0.287878787878788,0.0871212121212121,2.375,1.31439393939394,1.06060606060606,-0.366065573770492,-0.432900826446281,0.0668352526757892,431.88,403.55,28.33
"ARR8670","F",2023,"CAL","CAL",0,0,1,0,0,0,6,-999,-999,"O",0.5,0.348484848484849,0.151515151515151,2.625,2.21590909090909,0.409090909090909,-0.309672131147541,-0.593030822381791,0.28335869123425,476.91,450.59,26.3200000000001
"ARR8671","M",2023,"KCK","KCK/KCZ",0,0,1,0,0,0,5,1,1,"Y",0.6875,0.545454545454545,0.142045454545455,3.6875,2.96969696969697,0.71780303030303,0.696516393442623,0.201431005283837,0.495085388158786,401.975,362.8245,39.1505
"ARR8801","F",2023,"KCZ","KCK/KCZ",0,0,1,0,0,0,5,1,1,"Y",0.6875,0.545454545454545,0.142045454545455,3.6875,2.96969696969697,0.71780303030303,0.696516393442623,0.201431005283837,0.495085388158786,401.975,362.8245,39.1505
"ARR8804","M",2023,"PIT","PIT",0,0,1,0,0,0,6,-999,-999,"O",1,0.890625,0.109375,6.5,5.84375,0.65625,0.781393442622951,0.31285752995142,0.468535912671531,461.65,366.294285714286,95.3557142857143
"ARR8805","M",2023,"DUN","DUN",0,0,1,0,0,0,6,-999,-999,"O",0.25,0.287878787878788,-0.0378787878787879,1.375,1.45833333333333,-0.0833333333333333,1.08934426229508,0.633832339791356,0.455511922503726,533.87,444.612,89.258
"ARR8818","F",2023,"DNS","DNS",0,0,1,0,0,0,5,1,1,"Y",0.5,0.3,0.2,3,1.05,1.95,-1.02770491803279,-1.00660660253805,-0.0210983154947386,714.33,688.085555555556,26.2444444444444
"ARR8820","F",2023,"FSH","FSH",0,0,1,0,0,0,6,-999,-999,"O",0.875,0.670454545454545,0.204545454545455,5.75,3.09848484848485,2.65151515151515,-0.725573770491803,-0.668384026554667,-0.0571897439371358,326.9,335.096,-8.19600000000003
"ARR8821","F",2023,"KCZ","KCK/KCZ",0,0,1,0,0,0,5,1,1,"Y",0.6875,0.545454545454545,0.142045454545455,3.6875,2.96969696969697,0.71780303030303,0.696516393442623,0.201431005283837,0.495085388158786,401.975,362.8245,39.1505
"ARR8822","F",2023,"KCZ","KCK/KCZ",0,0,1,0,0,0,6,-999,-999,"O",0.6875,0.545454545454545,0.142045454545455,3.6875,2.96969696969697,0.71780303030303,0.696516393442623,0.201431005283837,0.495085388158786,401.975,362.8245,39.1505
"ARR8823","F",2023,"BIR","BIR",0,0,1,0,0,0,5,1,1,"Y",0.5,0.526515151515151,-0.0265151515151515,2.625,3.06060606060606,-0.435606060606061,1.20598360655738,0.714452919658583,0.491530686898794,485.86,377.596,108.264
"ARR8829","M",2023,"KCZ","KCK/KCZ",0,1,1,0,0,0,5,1,1,"Y",0.6875,0.545454545454545,0.142045454545455,3.6875,2.96969696969697,0.71780303030303,0.696516393442623,0.201431005283837,0.495085388158786,401.975,362.8245,39.1505
"ARR8830","F",2023,"PIT","PIT",0,0,1,0,0,0,6,-999,-999,"O",1,0.890625,0.109375,6.5,5.84375,0.65625,0.781393442622951,0.31285752995142,0.468535912671531,461.65,366.294285714286,95.3557142857143
"ARR9008","F",2023,"AVI","AVI",0,1,1,0,0,0,6,-999,-999,"O",0.5,0.492424242424242,0.00757575757575757,3.25,3.06818181818182,0.181818181818182,-0.723032786885246,-0.325023574041458,-0.398009212843788,414.42,413.7,0.720000000000027
"ARR9015","F",2023,"AVN","AVN",0,0,1,0,0,0,6,-999,-999,"O",1,0.845833333333333,0.154166666666667,2.8,5.065,-2.265,-0.596967213114754,-0.126122852970841,-0.470844360143913,418.53,411.834444444444,6.69555555555553
"ARR9016","M",2023,"AVN","AVN",0,1,1,0,0,0,5,1,1,"Y",1,0.845833333333333,0.154166666666667,2.8,5.065,-2.265,-0.596967213114754,-0.126122852970841,-0.470844360143913,418.53,411.834444444444,6.69555555555553
"ARR9035","F",2023,"AVN","AVN",0,0,1,0,0,0,5,1,1,"Y",1,0.845833333333333,0.154166666666667,2.8,5.065,-2.265,-0.596967213114754,-0.126122852970841,-0.470844360143913,418.53,411.834444444444,6.69555555555553
"ARR9036","M",2023,"AVN","AVN",0,1,1,0,0,0,5,1,1,"Y",1,0.845833333333333,0.154166666666667,2.8,5.065,-2.265,-0.596967213114754,-0.126122852970841,-0.470844360143913,418.53,411.834444444444,6.69555555555553
"ARR9037","F",2023,"AVN","AVN",0,1,1,0,0,0,5,1,1,"Y",1,0.845833333333333,0.154166666666667,2.8,5.065,-2.265,-0.596967213114754,-0.126122852970841,-0.470844360143913,418.53,411.834444444444,6.69555555555553
"ARR9045","M",2023,"CAR","CAR",0,0,1,0,0,0,6,-999,-999,"O",0.666666666666667,0.515151515151515,0.151515151515151,3,1.60606060606061,1.39393939393939,-0.678114754098361,-0.471543761007994,-0.206570993090367,316.42,298.009,18.411
"ARR9067","F",2023,"HWP","HWP",0,1,1,0,0,0,5,1,1,"Y",0.5,0.453125,0.046875,3.5,2.546875,0.953125,-0.641803278688525,-0.664316488280721,0.0225132095921962,330.65,323.751428571429,6.89857142857142
"ARR9072","F",2023,"SLS","SLS",0,0,1,0,0,0,5,1,1,"Y",0.5,0.508333333333333,-0.0083333333333333,2.5,2.90416666666667,-0.404166666666667,-1.43926229508197,-1.11285154074275,-0.326410754339219,424.67,391.414444444444,33.2555555555556
"ARR9077","F",2023,"HWP","HWP",0,0,1,0,0,0,5,1,1,"Y",0.5,0.453125,0.046875,3.5,2.546875,0.953125,-0.641803278688525,-0.664316488280721,0.0225132095921962,330.65,323.751428571429,6.89857142857142
"ARR9078","F",2023,"DOW","DOW",0,0,1,0,0,0,5,1,1,"Y",1,0.78125,0.21875,4.75,4.046875,0.703125,1.37860655737705,0.81941606828343,0.559190489093619,532.72,427.297142857143,105.422857142857
"ARR9079","F",2023,"ART","ART",0,0,1,0,0,0,5,1,1,"Y",1,0.75462962962963,0.24537037037037,6.5,4.9537037037037,1.5462962962963,1.39081967213115,1.65529205053516,-0.26447237840401,340.91,290.01875,50.89125
"ARR9080","M",2023,"ART","ART",0,0,1,0,0,0,5,1,1,"Y",1,0.75462962962963,0.24537037037037,6.5,4.9537037037037,1.5462962962963,1.39081967213115,1.65529205053516,-0.26447237840401,340.91,290.01875,50.89125
"ARR9081","F",2023,"ART","ART",0,1,1,0,0,0,6,-999,-999,"O",1,0.75462962962963,0.24537037037037,6.5,4.9537037037037,1.5462962962963,1.39081967213115,1.65529205053516,-0.26447237840401,340.91,290.01875,50.89125
"ARR9085","F",2023,"MUN","MUN",0,0,1,0,0,0,5,1,1,"Y",0.875,0.609848484848485,0.265151515151515,2.75,2.58712121212121,0.162878787878788,1.32893442622951,1.73552797723886,-0.406593551009348,344.48,300.844,43.636
"ARR9086","M",2023,"MUN","MUN",0,0,1,0,0,0,5,1,1,"Y",0.875,0.609848484848485,0.265151515151515,2.75,2.58712121212121,0.162878787878788,1.32893442622951,1.73552797723886,-0.406593551009348,344.48,300.844,43.636
"ARR9087","M",2023,"MUN","MUN",0,1,1,0,0,0,6,-999,-999,"O",0.875,0.609848484848485,0.265151515151515,2.75,2.58712121212121,0.162878787878788,1.32893442622951,1.73552797723886,-0.406593551009348,344.48,300.844,43.636
"ARR9089","M",2023,"MUN","MUN",0,0,1,0,0,0,5,1,1,"Y",0.875,0.609848484848485,0.265151515151515,2.75,2.58712121212121,0.162878787878788,1.32893442622951,1.73552797723886,-0.406593551009348,344.48,300.844,43.636
"ARR9090","F",2023,"MUN","MUN",0,0,1,0,0,0,5,1,1,"Y",0.875,0.609848484848485,0.265151515151515,2.75,2.58712121212121,0.162878787878788,1.32893442622951,1.73552797723886,-0.406593551009348,344.48,300.844,43.636
"ARR9095","F",2023,"ALN","ALN",0,0,1,0,0,0,5,1,1,"Y",0.5,0.522727272727273,-0.0227272727272727,3.375,2.56439393939394,0.810606060606061,1.085,1.41634968161496,-0.331349681614957,402.2,351.501,50.699
"ARR9096","F",2023,"SLS","SLS",0,1,1,0,0,0,5,1,1,"Y",0.5,0.508333333333333,-0.0083333333333333,2.5,2.90416666666667,-0.404166666666667,-1.43926229508197,-1.11285154074275,-0.326410754339219,424.67,391.414444444444,33.2555555555556
"ARR9108","M",2023,"SLS","SLS",0,0,1,0,0,0,5,1,1,"Y",0.5,0.508333333333333,-0.0083333333333333,2.5,2.90416666666667,-0.404166666666667,-1.43926229508197,-1.11285154074275,-0.326410754339219,424.67,391.414444444444,33.2555555555556
"ARR9112","M",2023,"INS","INS",0,0,1,0,0,0,6,-999,-999,"O",0.25,0.352272727272727,-0.102272727272727,1,1.60606060606061,-0.606060606060606,-0.509672131147541,-0.526821162444113,0.0171490312965723,370.3,369.367,0.932999999999993
"ARR9113","F",2023,"INS","INS",0,0,1,0,0,0,5,1,1,"Y",0.25,0.352272727272727,-0.102272727272727,1,1.60606060606061,-0.606060606060606,-0.509672131147541,-0.526821162444113,0.0171490312965723,370.3,369.367,0.932999999999993
"ARR9114","F",2023,"CAR","CAR",0,0,1,0,0,0,6,-999,-999,"O",0.666666666666667,0.515151515151515,0.151515151515151,3,1.60606060606061,1.39393939393939,-0.678114754098361,-0.471543761007994,-0.206570993090367,316.42,298.009,18.411
"ARR9124","F",2023,"AVI","AVI",0,0,1,0,0,0,6,-999,-999,"O",0.5,0.492424242424242,0.00757575757575757,3.25,3.06818181818182,0.181818181818182,-0.723032786885246,-0.325023574041458,-0.398009212843788,414.42,413.7,0.720000000000027
"ARR9125","M",2023,"AVI","AVI",0,0,1,0,0,0,5,1,1,"Y",0.5,0.492424242424242,0.00757575757575757,3.25,3.06818181818182,0.181818181818182,-0.723032786885246,-0.325023574041458,-0.398009212843788,414.42,413.7,0.720000000000027
"ARR9138","F",2023,"AVI","AVI",0,0,1,0,0,0,5,1,1,"Y",0.5,0.492424242424242,0.00757575757575757,3.25,3.06818181818182,0.181818181818182,-0.723032786885246,-0.325023574041458,-0.398009212843788,414.42,413.7,0.720000000000027
"ARR9139","M",2023,"AVI","AVI",0,0,1,0,0,0,5,1,1,"Y",0.5,0.492424242424242,0.00757575757575757,3.25,3.06818181818182,0.181818181818182,-0.723032786885246,-0.325023574041458,-0.398009212843788,414.42,413.7,0.720000000000027
"ATR0008","F",2023,"TAI","TAI",0,0,1,0,0,0,6,-999,-999,"O",1,0.757575757575758,0.242424242424242,3.66666666666667,3.01515151515152,0.651515151515151,0.290081967213115,0.250288578783363,0.0397933884297521,394.93,300.299,94.631
"ATR0009","F",2023,"TAI","TAI",0,1,1,0,0,0,5,1,1,"Y",1,0.757575757575758,0.242424242424242,3.66666666666667,3.01515151515152,0.651515151515151,0.290081967213115,0.250288578783363,0.0397933884297521,394.93,300.299,94.631
"ATR0032","F",2023,"DOR","DOR",0,0,1,0,0,0,6,-999,-999,"O",0.666666666666667,0.596969696969697,0.0696969696969697,3.5,2.11818181818182,1.38181818181818,0.723934426229508,0.793956509958,-0.0700220837284921,408.49,314.448,94.042
"ATR0041","M",2023,"DOR","DOR",0,0,1,0,0,0,5,1,1,"Y",0.666666666666667,0.596969696969697,0.0696969696969697,3.5,2.11818181818182,1.38181818181818,0.723934426229508,0.793956509958,-0.0700220837284921,408.49,314.448,94.042
"ATR0084","F",2023,"MUN","MUN",0,0,1,0,0,0,5,1,1,"Y",0.875,0.609848484848485,0.265151515151515,2.75,2.58712121212121,0.162878787878788,1.32893442622951,1.73552797723886,-0.406593551009348,344.48,300.844,43.636
"ATR0098","F",2023,"ART","ART",0,0,1,0,0,0,6,-999,-999,"O",1,0.75462962962963,0.24537037037037,6.5,4.9537037037037,1.5462962962963,1.39081967213115,1.65529205053516,-0.26447237840401,340.91,290.01875,50.89125
"ATR0099","M",2023,"ART","ART",0,1,1,0,0,0,5,1,1,"Y",1,0.75462962962963,0.24537037037037,6.5,4.9537037037037,1.5462962962963,1.39081967213115,1.65529205053516,-0.26447237840401,340.91,290.01875,50.89125
"ATR0119","F",2023,"ART","ART",0,0,1,0,0,0,5,1,1,"Y",1,0.75462962962963,0.24537037037037,6.5,4.9537037037037,1.5462962962963,1.39081967213115,1.65529205053516,-0.26447237840401,340.91,290.01875,50.89125
"ATR0162","M",2023,"HWP","HWP",0,1,1,0,0,0,5,1,1,"Y",0.5,0.453125,0.046875,3.5,2.546875,0.953125,-0.641803278688525,-0.664316488280721,0.0225132095921962,330.65,323.751428571429,6.89857142857142
"ATR0163","F",2023,"HWP","HWP",0,1,1,0,0,0,5,1,1,"Y",0.5,0.453125,0.046875,3.5,2.546875,0.953125,-0.641803278688525,-0.664316488280721,0.0225132095921962,330.65,323.751428571429,6.89857142857142
"ATR0164","M",2023,"HWP","HWP",0,0,1,0,0,0,5,1,1,"Y",0.5,0.453125,0.046875,3.5,2.546875,0.953125,-0.641803278688525,-0.664316488280721,0.0225132095921962,330.65,323.751428571429,6.89857142857142
"ATR0165","M",2023,"RSY","RSY",0,0,1,0,0,0,6,-999,-999,"O",0.375,0.708333333333333,-0.333333333333333,0.75,2.325,-1.575,2.91204918032787,2.40427712294329,0.507772057384576,333.73,283.688888888889,50.0411111111111
"ATR0166","F",2023,"RSY","RSY",0,0,1,0,0,0,6,-999,-999,"O",0.375,0.708333333333333,-0.333333333333333,0.75,2.325,-1.575,2.91204918032787,2.40427712294329,0.507772057384576,333.73,283.688888888889,50.0411111111111
"ATR0167","F",2023,"FOF","FOF",0,0,1,0,0,0,5,1,1,"Y",0.875,0.909090909090909,-0.0340909090909091,6.25,5.6969696969697,0.553030303030303,2.61081967213115,2.08564970871156,0.525169963419591,377,318.008,58.992
"ATR0168","F",2023,"MCH","MCH",0,0,1,0,0,0,6,-999,-999,"O",1,0.663636363636364,0.336363636363636,6.66666666666667,4.13333333333333,2.53333333333333,1.61688524590164,1.03736587183308,0.579519374068554,445.12,342.901,102.219
"ATR0169","F",2023,"MCH","MCH",0,0,1,0,0,0,6,-999,-999,"O",1,0.663636363636364,0.336363636363636,6.66666666666667,4.13333333333333,2.53333333333333,1.61688524590164,1.03736587183308,0.579519374068554,445.12,342.901,102.219
"ATR0170","M",2023,"BIR","BIR",0,0,1,0,0,0,5,1,1,"Y",0.5,0.526515151515151,-0.0265151515151515,2.625,3.06060606060606,-0.435606060606061,1.20598360655738,0.714452919658583,0.491530686898794,485.86,377.596,108.264
"ATR0173","F",2023,"BAD","BAD",0,0,1,0,0,0,6,-999,-999,"O",1,0.803030303030303,0.196969696969697,5.33333333333333,4.57272727272727,0.760606060606061,1.37811475409836,0.861713995393578,0.516400758704783,530.63,441.534,89.096
"ATR0175","F",2023,"ART","ART",0,0,1,0,0,0,5,1,1,"Y",1,0.75462962962963,0.24537037037037,6.5,4.9537037037037,1.5462962962963,1.39081967213115,1.65529205053516,-0.26447237840401,340.91,290.01875,50.89125
"ATR0176","M",2023,"ART","ART",0,0,1,0,0,0,6,-999,-999,"O",1,0.75462962962963,0.24537037037037,6.5,4.9537037037037,1.5462962962963,1.39081967213115,1.65529205053516,-0.26447237840401,340.91,290.01875,50.89125
"ATR0177","F",2023,"ART","ART",0,0,1,0,0,0,6,-999,-999,"O",1,0.75462962962963,0.24537037037037,6.5,4.9537037037037,1.5462962962963,1.39081967213115,1.65529205053516,-0.26447237840401,340.91,290.01875,50.89125
"ATR0192","F",2023,"FOU","FOU",0,0,1,0,0,0,6,-999,-999,"O",0.75,0.590909090909091,0.159090909090909,4,3.41287878787879,0.587121212121212,0.536885245901639,1.04009090909091,-0.50320566318927,370.96,318.906,52.054
"ATR0193","F",2023,"DEL","DEL",0,0,1,0,0,0,5,1,1,"Y",0.75,0.753787878787879,-0.00378787878787878,5.375,4.3030303030303,1.0719696969697,1.7566393442623,1.93416474732421,-0.177525403061916,301.5,249.884,51.616
"ATR0194","M",2023,"TAI","TAI",0,0,1,0,0,0,5,1,1,"Y",1,0.757575757575758,0.242424242424242,3.66666666666667,3.01515151515152,0.651515151515151,0.290081967213115,0.250288578783363,0.0397933884297521,394.93,300.299,94.631
"ATR0195","F",2023,"TAI","TAI",0,0,1,0,0,0,5,1,1,"Y",1,0.757575757575758,0.242424242424242,3.66666666666667,3.01515151515152,0.651515151515151,0.290081967213115,0.250288578783363,0.0397933884297521,394.93,300.299,94.631
"ATR0196","M",2023,"TAI","TAI",0,1,1,0,0,0,5,1,1,"Y",1,0.757575757575758,0.242424242424242,3.66666666666667,3.01515151515152,0.651515151515151,0.290081967213115,0.250288578783363,0.0397933884297521,394.93,300.299,94.631
"ATR0197","F",2023,"TAI","TAI",0,0,1,0,0,0,5,1,1,"Y",1,0.757575757575758,0.242424242424242,3.66666666666667,3.01515151515152,0.651515151515151,0.290081967213115,0.250288578783363,0.0397933884297521,394.93,300.299,94.631
"ATR0198","F",2023,"DOR","DOR",0,0,1,0,0,0,5,1,1,"Y",0.666666666666667,0.596969696969697,0.0696969696969697,3.5,2.11818181818182,1.38181818181818,0.723934426229508,0.793956509958,-0.0700220837284921,408.49,314.448,94.042
"ATR0199","F",2023,"DOR","DOR",0,1,1,0,0,0,5,1,1,"Y",0.666666666666667,0.596969696969697,0.0696969696969697,3.5,2.11818181818182,1.38181818181818,0.723934426229508,0.793956509958,-0.0700220837284921,408.49,314.448,94.042
"ATR0245","F",2023,"ALN","ALN",0,0,1,0,0,0,5,1,1,"Y",0.5,0.522727272727273,-0.0227272727272727,3.375,2.56439393939394,0.810606060606061,1.085,1.41634968161496,-0.331349681614957,402.2,351.501,50.699
"ATR0246","F",2023,"MUN","MUN",0,0,1,0,0,0,5,1,1,"Y",0.875,0.609848484848485,0.265151515151515,2.75,2.58712121212121,0.162878787878788,1.32893442622951,1.73552797723886,-0.406593551009348,344.48,300.844,43.636
"ATR0260","M",2023,"INS","INS",0,0,1,0,0,0,6,-999,-999,"O",0.25,0.352272727272727,-0.102272727272727,1,1.60606060606061,-0.606060606060606,-0.509672131147541,-0.526821162444113,0.0171490312965723,370.3,369.367,0.932999999999993
"ATR0287","F",2023,"FSH","FSH",0,0,1,0,0,0,6,-999,-999,"O",0.875,0.670454545454545,0.204545454545455,5.75,3.09848484848485,2.65151515151515,-0.725573770491803,-0.668384026554667,-0.0571897439371358,326.9,335.096,-8.19600000000003
"ATR0295","M",2023,"RTH","RTH",0,0,1,0,0,0,6,-999,-999,"O",0.5,0.491666666666667,0.00833333333333336,4.33333333333333,3.025,1.30833333333333,-0.310983606557377,-0.112241566183444,-0.198742040373933,341.14,325.631111111111,15.5088888888889
"ATR0296","M",2023,"RTH","RTH",0,0,1,0,0,0,6,-999,-999,"O",0.5,0.491666666666667,0.00833333333333336,4.33333333333333,3.025,1.30833333333333,-0.310983606557377,-0.112241566183444,-0.198742040373933,341.14,325.631111111111,15.5088888888889
"ATR0307","M",2023,"DNC","DNC",0,0,1,0,0,0,5,1,1,"Y",0.375,0.28030303030303,0.0946969696969697,3.25,1.70075757575758,1.54924242424242,-0.932295081967213,-1.04339906516732,0.111103983200108,641.46,625.029,16.431
"ATR0324","M",2023,"GLF","GLF",0,1,1,0,0,0,5,1,1,"Y",0.5,0.825757575757576,-0.325757575757576,2.5,3.76515151515152,-1.26515151515152,1.32590163934426,0.765126270153096,0.560775369191167,521.19,411.841,109.349
"ATR0341","F",2023,"DNM","DNM",0,0,1,0,0,0,6,-999,-999,"O",0.75,0.46969696969697,0.28030303030303,4.375,2.03787878787879,2.33712121212121,-0.456475409836066,-0.671809714130877,0.215334304294811,498.21,477.932,20.278
"ATR0365","M",2023,"KCK","KCK/KCZ",0,0,1,0,0,0,6,-999,-999,"O",0.6875,0.545454545454545,0.142045454545455,3.6875,2.96969696969697,0.71780303030303,0.696516393442623,0.201431005283837,0.495085388158786,401.975,362.8245,39.1505
